2RSSE.6,0.0450453370591781,3.97550877845507,-7.11033889031498
aars-1,0.00227257799021946,5.17996858502722,-3.50319505678782
acdh-13,0.0410901557689085,6.15697930115288,-1.96382267107703
acl-2,0.0296519725547187,7.22090971699795,-1.69798138076264
acs-13,0.0121121697469791,8.49907748219412,-0.881458008091516
acs-4,0.0482985457597462,8.15230417832323,-0.66024493735232
aldo-1,0.0431707640037533,4.19080498666274,-6.45872145529362
alh-1,0.0207159385797085,7.7878390598491,-0.93517189906386
alh-3,0.0282047509629348,3.18301930179366,-6.06360574716228
aly-1,0.0332501172984111,6.46051701730414,-1.63808903270673
arx-1,0.0146218461630162,7.2420452188009,-1.14862676484632
B0001.2,0.0055812502484585,7.58800320620626,-1.17148660222829
B0035.12,0.0224494751197953,7.05675248208715,-0.999266231120884
B0304.2,0.0192950669282893,7.81957881806288,-1.23320986401547
B0334.5,0.000686289732722185,6.59627864998997,-2.20056390121954
B0495.6,0.0320977292090704,6.48851867941599,-1.66590269602745
B0513.2,0.0292212653056948,7.9609079188112,-0.862852500894627
bath-30,0.0184834458850352,7.25966620566792,-1.10945040195531
C05B5.4,0.0459289726383226,4.01604263027223,-4.9073504437137
C05C8.6,0.0040638465126651,7.78239517350067,-1.05908581532758
C06A5.3,0.0448784031237961,8.05346916070444,-0.675131447397041
C07D8.6,0.0158834359807258,8.68578644437843,-0.757348682491455
C12D8.1,0.0227122331136043,8.00404162443088,-0.924735893475774
C23G10.7,0.0177061659969329,8.14946539457822,-0.930001953354361
C27D6.4,0.0458850202082762,8.65153310397835,-0.686722474008163
C30G12.6,0.00756511773385318,6.66161474307192,-1.40899844133144
C31E10.7,0.0318356986439948,6.43562941785006,-2.59226661355815
C32D5.3,0.0278435234730617,7.22463599046509,-1.11170960706039
C34G6.1,0.041526345134749,5.58330113702168,-2.16213416507185
C36B1.11,0.0185840211237178,9.16399937833257,-0.725975239813153
C43E11.9,0.0271740082250906,6.02287874456184,-1.53745622569615
C45E1.5,0.0435571304296018,3.98518320835863,-7.10997353751239
C52E4.7,0.0251847953225359,4.06378074766973,-7.2175762348656
cct-6,0.0138833922491832,8.57578602346739,-0.791399505651382
chs-1,0.0084608157808265,5.68317374975307,-2.57420828350644
cnx-1,0.0181418625187945,8.48404935379323,-0.726490243825174
cpg-4,0.0466539644000952,8.17549374768921,-0.739102576786129
csc-1,0.0445128404757212,7.80810889771366,-0.782442200122294
cyn-1,0.0248731665303177,7.15937080926163,-1.61193126028271
cyn-3,0.0258540523457145,8.52793440273929,-1.02386751804196
cyn-5,0.038043557366011,8.18451560755185,-0.719404457955282
cyn-7,0.0193330321949443,10.3225224583268,-1.03541874395217
cyn-9,0.00263788336734529,7.54670538038988,-1.29270603037881
cyp-31A2,0.000726710207892286,5.36422299936493,-4.13875102544315
cyp-31A3,0.00169858516452285,5.92833891165233,-3.21834061571143
D1007.19,0.0433627741020053,4.03042345302577,-6.10689073032887
D1046.3,0.0454577844632409,7.04745156216768,-1.18585610807798
D2096.10,0.0100280619560696,5.60483553187009,-6.99225501216819
dnj-4,0.00895078009013151,6.56954366866918,-1.72037810625774
dpy-14,0.025105856855696,3.88338047336167,-6.99748205156235
dyrb-1,0.0194623380589215,6.80073910837916,-1.62123348831699
E02H1.6,0.0252031545178398,7.41012133688924,-1.57563339676806
